Mes,Día,Hora,TemperaturaPromedioHora,TemperaturaPromedioDelMes,TemperaturaNeutraDelMes
1,6,7,7.854838709677419,14.860483870967743,22.406750000000002
1,6,8,8.774193548387096,14.860483870967743,22.406750000000002
1,6,9,10.5,14.860483870967743,22.406750000000002
1,6,10,13.567741935483872,14.860483870967743,22.406750000000002
1,6,11,16.280645161290323,14.860483870967743,22.406750000000002
1,6,12,18.887096774193548,14.860483870967743,22.406750000000002
1,6,13,20.374193548387098,14.860483870967743,22.406750000000002
1,6,14,21.438709677419357,14.860483870967743,22.406750000000002
1,6,15,22.01290322580645,14.860483870967743,22.406750000000002
1,6,16,22.009677419354837,14.860483870967743,22.406750000000002
1,6,17,20.983870967741936,14.860483870967743,22.406750000000002
1,6,18,19.793548387096774,14.860483870967743,22.406750000000002
1,6,19,18.032258064516128,14.860483870967743,22.406750000000002
1,6,20,16.69677419354839,14.860483870967743,22.406750000000002
1,6,21,15.561290322580644,14.860483870967743,22.406750000000002
1,6,22,14.683870967741935,14.860483870967743,22.406750000000002
1,6,23,13.519354838709678,14.860483870967743,22.406750000000002
1,6,23,13.519354838709678,14.860483870967743,22.406750000000002
1,7,1,12.448387096774193,14.860483870967743,22.406750000000002
1,7,2,11.596774193548388,14.860483870967743,22.406750000000002
1,7,3,10.741935483870968,14.860483870967743,22.406750000000002
1,7,4,9.870967741935484,14.860483870967743,22.406750000000002
1,7,5,9.029032258064515,14.860483870967743,22.406750000000002
1,7,6,8.474193548387097,14.860483870967743,22.406750000000002
1,7,7,7.854838709677419,14.860483870967743,22.406750000000002
1,7,8,8.774193548387096,14.860483870967743,22.406750000000002
1,7,9,10.5,14.860483870967743,22.406750000000002
1,7,10,13.567741935483872,14.860483870967743,22.406750000000002
1,7,11,16.280645161290323,14.860483870967743,22.406750000000002
1,7,12,18.887096774193548,14.860483870967743,22.406750000000002
1,7,13,20.374193548387098,14.860483870967743,22.406750000000002
1,7,14,21.438709677419357,14.860483870967743,22.406750000000002
1,7,15,22.01290322580645,14.860483870967743,22.406750000000002
1,7,16,22.009677419354837,14.860483870967743,22.406750000000002
1,7,17,20.983870967741936,14.860483870967743,22.406750000000002
1,7,18,19.793548387096774,14.860483870967743,22.406750000000002
1,7,19,18.032258064516128,14.860483870967743,22.406750000000002
1,7,20,16.69677419354839,14.860483870967743,22.406750000000002
1,7,21,15.561290322580644,14.860483870967743,22.406750000000002
1,7,22,14.683870967741935,14.860483870967743,22.406750000000002
1,7,23,13.519354838709678,14.860483870967743,22.406750000000002
1,7,23,13.519354838709678,14.860483870967743,22.406750000000002
1,8,1,12.448387096774193,14.860483870967743,22.406750000000002
1,8,2,11.596774193548388,14.860483870967743,22.406750000000002
1,8,3,10.741935483870968,14.860483870967743,22.406750000000002
1,8,4,9.870967741935484,14.860483870967743,22.406750000000002
1,8,5,9.029032258064515,14.860483870967743,22.406750000000002
1,8,6,8.474193548387097,14.860483870967743,22.406750000000002
1,8,7,7.854838709677419,14.860483870967743,22.406750000000002
1,8,8,8.774193548387096,14.860483870967743,22.406750000000002
1,8,9,10.5,14.860483870967743,22.406750000000002
1,8,10,13.567741935483872,14.860483870967743,22.406750000000002
1,8,11,16.280645161290323,14.860483870967743,22.406750000000002
1,8,12,18.887096774193548,14.860483870967743,22.406750000000002
1,8,13,20.374193548387098,14.860483870967743,22.406750000000002
1,8,14,21.438709677419357,14.860483870967743,22.406750000000002
1,8,15,22.01290322580645,14.860483870967743,22.406750000000002
1,8,16,22.009677419354837,14.860483870967743,22.406750000000002
1,8,17,20.983870967741936,14.860483870967743,22.406750000000002
1,8,18,19.793548387096774,14.860483870967743,22.406750000000002
1,8,19,18.032258064516128,14.860483870967743,22.406750000000002
1,8,20,16.69677419354839,14.860483870967743,22.406750000000002
1,8,21,15.561290322580644,14.860483870967743,22.406750000000002
1,8,22,14.683870967741935,14.860483870967743,22.406750000000002
1,8,23,13.519354838709678,14.860483870967743,22.406750000000002
1,8,23,13.519354838709678,14.860483870967743,22.406750000000002
1,9,1,12.448387096774193,14.860483870967743,22.406750000000002
1,9,2,11.596774193548388,14.860483870967743,22.406750000000002
1,9,3,10.741935483870968,14.860483870967743,22.406750000000002
1,9,4,9.870967741935484,14.860483870967743,22.406750000000002
1,9,5,9.029032258064515,14.860483870967743,22.406750000000002
1,9,6,8.474193548387097,14.860483870967743,22.406750000000002
1,9,7,7.854838709677419,14.860483870967743,22.406750000000002
1,9,8,8.774193548387096,14.860483870967743,22.406750000000002
1,9,9,10.5,14.860483870967743,22.406750000000002
1,9,10,13.567741935483872,14.860483870967743,22.406750000000002
1,9,11,16.280645161290323,14.860483870967743,22.406750000000002
1,9,12,18.887096774193548,14.860483870967743,22.406750000000002
1,9,13,20.374193548387098,14.860483870967743,22.406750000000002
1,9,14,21.438709677419357,14.860483870967743,22.406750000000002
1,9,15,22.01290322580645,14.860483870967743,22.406750000000002
1,9,16,22.009677419354837,14.860483870967743,22.406750000000002
1,9,17,20.983870967741936,14.860483870967743,22.406750000000002
1,9,18,19.793548387096774,14.860483870967743,22.406750000000002
1,9,19,18.032258064516128,14.860483870967743,22.406750000000002
1,9,20,16.69677419354839,14.860483870967743,22.406750000000002
1,9,21,15.561290322580644,14.860483870967743,22.406750000000002
1,9,22,14.683870967741935,14.860483870967743,22.406750000000002
1,9,23,13.519354838709678,14.860483870967743,22.406750000000002
1,9,23,13.519354838709678,14.860483870967743,22.406750000000002
1,10,1,12.448387096774193,14.860483870967743,22.406750000000002
1,10,2,11.596774193548388,14.860483870967743,22.406750000000002
1,10,3,10.741935483870968,14.860483870967743,22.406750000000002
1,10,4,9.870967741935484,14.860483870967743,22.406750000000002
1,10,5,9.029032258064515,14.860483870967743,22.406750000000002
1,10,6,8.474193548387097,14.860483870967743,22.406750000000002
1,10,7,7.854838709677419,14.860483870967743,22.406750000000002
1,10,8,8.774193548387096,14.860483870967743,22.406750000000002
1,10,9,10.5,14.860483870967743,22.406750000000002
1,10,10,13.567741935483872,14.860483870967743,22.406750000000002
1,10,11,16.280645161290323,14.860483870967743,22.406750000000002
1,10,12,18.887096774193548,14.860483870967743,22.406750000000002
1,10,13,20.374193548387098,14.860483870967743,22.406750000000002
1,10,14,21.438709677419357,14.860483870967743,22.406750000000002
1,10,15,22.01290322580645,14.860483870967743,22.406750000000002
1,10,16,22.009677419354837,14.860483870967743,22.406750000000002
1,10,17,20.983870967741936,14.860483870967743,22.406750000000002
1,10,18,19.793548387096774,14.860483870967743,22.406750000000002
1,10,19,18.032258064516128,14.860483870967743,22.406750000000002
1,10,20,16.69677419354839,14.860483870967743,22.406750000000002
1,10,21,15.561290322580644,14.860483870967743,22.406750000000002
1,10,22,14.683870967741935,14.860483870967743,22.406750000000002
1,10,23,13.519354838709678,14.860483870967743,22.406750000000002
1,10,23,13.519354838709678,14.860483870967743,22.406750000000002
1,11,1,12.448387096774193,14.860483870967743,22.406750000000002
1,11,2,11.596774193548388,14.860483870967743,22.406750000000002
1,11,3,10.741935483870968,14.860483870967743,22.406750000000002
1,11,4,9.870967741935484,14.860483870967743,22.406750000000002
1,11,5,9.029032258064515,14.860483870967743,22.406750000000002
1,11,6,8.474193548387097,14.860483870967743,22.406750000000002
1,11,7,7.854838709677419,14.860483870967743,22.406750000000002
1,11,8,8.774193548387096,14.860483870967743,22.406750000000002
1,11,9,10.5,14.860483870967743,22.406750000000002
1,11,10,13.567741935483872,14.860483870967743,22.406750000000002
1,11,11,16.280645161290323,14.860483870967743,22.406750000000002
1,11,12,18.887096774193548,14.860483870967743,22.406750000000002
1,11,13,20.374193548387098,14.860483870967743,22.406750000000002
1,11,14,21.438709677419357,14.860483870967743,22.406750000000002
1,11,15,22.01290322580645,14.860483870967743,22.406750000000002
1,11,16,22.009677419354837,14.860483870967743,22.406750000000002
1,11,17,20.983870967741936,14.860483870967743,22.406750000000002
1,11,18,19.793548387096774,14.860483870967743,22.406750000000002
1,11,19,18.032258064516128,14.860483870967743,22.406750000000002
1,11,20,16.69677419354839,14.860483870967743,22.406750000000002
1,11,21,15.561290322580644,14.860483870967743,22.406750000000002
1,11,22,14.683870967741935,14.860483870967743,22.406750000000002
1,11,23,13.519354838709678,14.860483870967743,22.406750000000002
1,11,23,13.519354838709678,14.860483870967743,22.406750000000002
1,12,1,12.448387096774193,14.860483870967743,22.406750000000002
1,12,2,11.596774193548388,14.860483870967743,22.406750000000002
1,12,3,10.741935483870968,14.860483870967743,22.406750000000002
1,12,4,9.870967741935484,14.860483870967743,22.406750000000002
1,12,5,9.029032258064515,14.860483870967743,22.406750000000002
1,12,6,8.474193548387097,14.860483870967743,22.406750000000002
1,12,7,7.854838709677419,14.860483870967743,22.406750000000002
1,12,8,8.774193548387096,14.860483870967743,22.406750000000002
1,12,9,10.5,14.860483870967743,22.406750000000002
1,12,10,13.567741935483872,14.860483870967743,22.406750000000002
1,12,11,16.280645161290323,14.860483870967743,22.406750000000002
1,12,12,18.887096774193548,14.860483870967743,22.406750000000002
1,12,13,20.374193548387098,14.860483870967743,22.406750000000002
1,12,14,21.438709677419357,14.860483870967743,22.406750000000002
1,12,15,22.01290322580645,14.860483870967743,22.406750000000002
1,12,16,22.009677419354837,14.860483870967743,22.406750000000002
1,12,17,20.983870967741936,14.860483870967743,22.406750000000002
1,12,18,19.793548387096774,14.860483870967743,22.406750000000002
1,12,19,18.032258064516128,14.860483870967743,22.406750000000002
1,12,20,16.69677419354839,14.860483870967743,22.406750000000002
1,12,21,15.561290322580644,14.860483870967743,22.406750000000002
1,12,22,14.683870967741935,14.860483870967743,22.406750000000002
1,12,23,13.519354838709678,14.860483870967743,22.406750000000002
1,12,23,13.519354838709678,14.860483870967743,22.406750000000002
1,13,1,12.448387096774193,14.860483870967743,22.406750000000002
1,13,2,11.596774193548388,14.860483870967743,22.406750000000002
1,13,3,10.741935483870968,14.860483870967743,22.406750000000002
1,13,4,9.870967741935484,14.860483870967743,22.406750000000002
1,13,5,9.029032258064515,14.860483870967743,22.406750000000002
1,13,6,8.474193548387097,14.860483870967743,22.406750000000002
1,13,7,7.854838709677419,14.860483870967743,22.406750000000002
1,13,8,8.774193548387096,14.860483870967743,22.406750000000002
1,13,9,10.5,14.860483870967743,22.406750000000002
1,13,10,13.567741935483872,14.860483870967743,22.406750000000002
1,13,11,16.280645161290323,14.860483870967743,22.406750000000002
1,13,12,18.887096774193548,14.860483870967743,22.406750000000002
1,13,13,20.374193548387098,14.860483870967743,22.406750000000002
1,13,14,21.438709677419357,14.860483870967743,22.406750000000002
1,13,15,22.01290322580645,14.860483870967743,22.406750000000002
1,13,16,22.009677419354837,14.860483870967743,22.406750000000002
1,13,17,20.983870967741936,14.860483870967743,22.406750000000002
1,13,18,19.793548387096774,14.860483870967743,22.406750000000002
1,13,19,18.032258064516128,14.860483870967743,22.406750000000002
1,13,20,16.69677419354839,14.860483870967743,22.406750000000002
1,13,21,15.561290322580644,14.860483870967743,22.406750000000002
1,13,22,14.683870967741935,14.860483870967743,22.406750000000002
1,13,23,13.519354838709678,14.860483870967743,22.406750000000002
1,13,23,13.519354838709678,14.860483870967743,22.406750000000002
1,14,1,12.448387096774193,14.860483870967743,22.406750000000002
1,14,2,11.596774193548388,14.860483870967743,22.406750000000002
1,14,3,10.741935483870968,14.860483870967743,22.406750000000002
1,14,4,9.870967741935484,14.860483870967743,22.406750000000002
1,14,5,9.029032258064515,14.860483870967743,22.406750000000002
1,14,6,8.474193548387097,14.860483870967743,22.406750000000002
1,14,7,7.854838709677419,14.860483870967743,22.406750000000002
1,14,8,8.774193548387096,14.860483870967743,22.406750000000002
1,14,9,10.5,14.860483870967743,22.406750000000002
1,14,10,13.567741935483872,14.860483870967743,22.406750000000002
1,14,11,16.280645161290323,14.860483870967743,22.406750000000002
1,14,12,18.887096774193548,14.860483870967743,22.406750000000002
1,14,13,20.374193548387098,14.860483870967743,22.406750000000002
1,14,14,21.438709677419357,14.860483870967743,22.406750000000002
1,14,15,22.01290322580645,14.860483870967743,22.406750000000002
1,14,16,22.009677419354837,14.860483870967743,22.406750000000002
1,14,17,20.983870967741936,14.860483870967743,22.406750000000002
1,14,18,19.793548387096774,14.860483870967743,22.406750000000002
1,14,19,18.032258064516128,14.860483870967743,22.406750000000002
1,14,20,16.69677419354839,14.860483870967743,22.406750000000002
1,14,21,15.561290322580644,14.860483870967743,22.406750000000002
1,14,22,14.683870967741935,14.860483870967743,22.406750000000002
1,14,23,13.519354838709678,14.860483870967743,22.406750000000002
1,14,23,13.519354838709678,14.860483870967743,22.406750000000002
1,15,1,12.448387096774193,14.860483870967743,22.406750000000002
1,15,2,11.596774193548388,14.860483870967743,22.406750000000002
1,15,3,10.741935483870968,14.860483870967743,22.406750000000002
1,15,4,9.870967741935484,14.860483870967743,22.406750000000002
1,15,5,9.029032258064515,14.860483870967743,22.406750000000002
1,15,6,8.474193548387097,14.860483870967743,22.406750000000002
1,15,7,7.854838709677419,14.860483870967743,22.406750000000002
1,15,8,8.774193548387096,14.860483870967743,22.406750000000002
1,15,9,10.5,14.860483870967743,22.406750000000002
1,15,10,13.567741935483872,14.860483870967743,22.406750000000002
1,15,11,16.280645161290323,14.860483870967743,22.406750000000002
1,15,12,18.887096774193548,14.860483870967743,22.406750000000002
1,15,13,20.374193548387098,14.860483870967743,22.406750000000002
1,15,14,21.438709677419357,14.860483870967743,22.406750000000002
1,15,15,22.01290322580645,14.860483870967743,22.406750000000002
1,15,16,22.009677419354837,14.860483870967743,22.406750000000002
1,15,17,20.983870967741936,14.860483870967743,22.406750000000002
1,15,18,19.793548387096774,14.860483870967743,22.406750000000002
1,15,19,18.032258064516128,14.860483870967743,22.406750000000002
1,15,20,16.69677419354839,14.860483870967743,22.406750000000002
1,15,21,15.561290322580644,14.860483870967743,22.406750000000002
1,15,22,14.683870967741935,14.860483870967743,22.406750000000002
1,15,23,13.519354838709678,14.860483870967743,22.406750000000002
1,15,23,13.519354838709678,14.860483870967743,22.406750000000002
1,16,1,12.448387096774193,14.860483870967743,22.406750000000002
1,16,2,11.596774193548388,14.860483870967743,22.406750000000002
1,16,3,10.741935483870968,14.860483870967743,22.406750000000002
1,16,4,9.870967741935484,14.860483870967743,22.406750000000002
1,16,5,9.029032258064515,14.860483870967743,22.406750000000002
1,16,6,8.474193548387097,14.860483870967743,22.406750000000002
1,16,7,7.854838709677419,14.860483870967743,22.406750000000002
1,16,8,8.774193548387096,14.860483870967743,22.406750000000002
1,16,9,10.5,14.860483870967743,22.406750000000002
1,16,10,13.567741935483872,14.860483870967743,22.406750000000002
1,16,11,16.280645161290323,14.860483870967743,22.406750000000002
1,16,12,18.887096774193548,14.860483870967743,22.406750000000002
1,16,13,20.374193548387098,14.860483870967743,22.406750000000002
1,16,14,21.438709677419357,14.860483870967743,22.406750000000002
1,16,15,22.01290322580645,14.860483870967743,22.406750000000002
1,16,16,22.009677419354837,14.860483870967743,22.406750000000002
1,16,17,20.983870967741936,14.860483870967743,22.406750000000002
1,16,18,19.793548387096774,14.860483870967743,22.406750000000002
1,16,19,18.032258064516128,14.860483870967743,22.406750000000002
1,16,20,16.69677419354839,14.860483870967743,22.406750000000002
1,16,21,15.561290322580644,14.860483870967743,22.406750000000002
1,16,22,14.683870967741935,14.860483870967743,22.406750000000002
1,16,23,13.519354838709678,14.860483870967743,22.406750000000002
1,16,23,13.519354838709678,14.860483870967743,22.406750000000002
1,17,1,12.448387096774193,14.860483870967743,22.406750000000002
1,17,2,11.596774193548388,14.860483870967743,22.406750000000002
1,17,3,10.741935483870968,14.860483870967743,22.406750000000002
1,17,4,9.870967741935484,14.860483870967743,22.406750000000002
1,17,5,9.029032258064515,14.860483870967743,22.406750000000002
1,17,6,8.474193548387097,14.860483870967743,22.406750000000002
1,17,7,7.854838709677419,14.860483870967743,22.406750000000002
1,17,8,8.774193548387096,14.860483870967743,22.406750000000002
1,17,9,10.5,14.860483870967743,22.406750000000002
1,17,10,13.567741935483872,14.860483870967743,22.406750000000002
1,17,11,16.280645161290323,14.860483870967743,22.406750000000002
1,17,12,18.887096774193548,14.860483870967743,22.406750000000002
1,17,13,20.374193548387098,14.860483870967743,22.406750000000002
1,17,14,21.438709677419357,14.860483870967743,22.406750000000002
1,17,15,22.01290322580645,14.860483870967743,22.406750000000002
1,17,16,22.009677419354837,14.860483870967743,22.406750000000002
1,17,17,20.983870967741936,14.860483870967743,22.406750000000002
1,17,18,19.793548387096774,14.860483870967743,22.406750000000002
1,17,19,18.032258064516128,14.860483870967743,22.406750000000002
1,17,20,16.69677419354839,14.860483870967743,22.406750000000002
1,17,21,15.561290322580644,14.860483870967743,22.406750000000002
1,17,22,14.683870967741935,14.860483870967743,22.406750000000002
1,17,23,13.519354838709678,14.860483870967743,22.406750000000002
1,17,23,13.519354838709678,14.860483870967743,22.406750000000002
1,18,1,12.448387096774193,14.860483870967743,22.406750000000002
1,18,2,11.596774193548388,14.860483870967743,22.406750000000002
1,18,3,10.741935483870968,14.860483870967743,22.406750000000002
1,18,4,9.870967741935484,14.860483870967743,22.406750000000002
1,18,5,9.029032258064515,14.860483870967743,22.406750000000002
1,18,6,8.474193548387097,14.860483870967743,22.406750000000002
1,18,7,7.854838709677419,14.860483870967743,22.406750000000002
1,18,8,8.774193548387096,14.860483870967743,22.406750000000002
1,18,9,10.5,14.860483870967743,22.406750000000002
1,18,10,13.567741935483872,14.860483870967743,22.406750000000002
1,18,11,16.280645161290323,14.860483870967743,22.406750000000002
1,18,12,18.887096774193548,14.860483870967743,22.406750000000002
1,18,13,20.374193548387098,14.860483870967743,22.406750000000002
1,18,14,21.438709677419357,14.860483870967743,22.406750000000002
1,18,15,22.01290322580645,14.860483870967743,22.406750000000002
1,18,16,22.009677419354837,14.860483870967743,22.406750000000002
1,18,17,20.983870967741936,14.860483870967743,22.406750000000002
1,18,18,19.793548387096774,14.860483870967743,22.406750000000002
1,18,19,18.032258064516128,14.860483870967743,22.406750000000002
1,18,20,16.69677419354839,14.860483870967743,22.406750000000002
1,18,21,15.561290322580644,14.860483870967743,22.406750000000002
1,18,22,14.683870967741935,14.860483870967743,22.406750000000002
1,18,23,13.519354838709678,14.860483870967743,22.406750000000002
1,18,23,13.519354838709678,14.860483870967743,22.406750000000002
1,19,1,12.448387096774193,14.860483870967743,22.406750000000002
1,19,2,11.596774193548388,14.860483870967743,22.406750000000002
1,19,3,10.741935483870968,14.860483870967743,22.406750000000002
1,19,4,9.870967741935484,14.860483870967743,22.406750000000002
1,19,5,9.029032258064515,14.860483870967743,22.406750000000002
1,19,6,8.474193548387097,14.860483870967743,22.406750000000002
1,19,7,7.854838709677419,14.860483870967743,22.406750000000002
1,19,8,8.774193548387096,14.860483870967743,22.406750000000002
1,19,9,10.5,14.860483870967743,22.406750000000002
1,19,10,13.567741935483872,14.860483870967743,22.406750000000002
1,19,11,16.280645161290323,14.860483870967743,22.406750000000002
1,19,12,18.887096774193548,14.860483870967743,22.406750000000002
1,19,13,20.374193548387098,14.860483870967743,22.406750000000002
1,19,14,21.438709677419357,14.860483870967743,22.406750000000002
1,19,15,22.01290322580645,14.860483870967743,22.406750000000002
1,19,16,22.009677419354837,14.860483870967743,22.406750000000002
1,19,17,20.983870967741936,14.860483870967743,22.406750000000002
1,19,18,19.793548387096774,14.860483870967743,22.406750000000002
1,19,19,18.032258064516128,14.860483870967743,22.406750000000002
1,19,20,16.69677419354839,14.860483870967743,22.406750000000002
1,19,21,15.561290322580644,14.860483870967743,22.406750000000002
1,19,22,14.683870967741935,14.860483870967743,22.406750000000002
1,19,23,13.519354838709678,14.860483870967743,22.406750000000002
1,19,23,13.519354838709678,14.860483870967743,22.406750000000002
1,20,1,12.448387096774193,14.860483870967743,22.406750000000002
1,20,2,11.596774193548388,14.860483870967743,22.406750000000002
1,20,3,10.741935483870968,14.860483870967743,22.406750000000002
1,20,4,9.870967741935484,14.860483870967743,22.406750000000002
1,20,5,9.029032258064515,14.860483870967743,22.406750000000002
1,20,6,8.474193548387097,14.860483870967743,22.406750000000002
1,20,7,7.854838709677419,14.860483870967743,22.406750000000002
