Mes,Día,Hora,TempPromedioHora,TempPromedioMes,TempNeutraMes
1,6,4,17.774193548387096,22.838709677419356,24.880000000000003
1,6,5,17.345161290322583,22.838709677419356,24.880000000000003
1,6,6,17.032258064516128,22.838709677419356,24.880000000000003
1,6,7,17.02258064516129,22.838709677419356,24.880000000000003
1,6,8,18.770967741935483,22.838709677419356,24.880000000000003
1,6,9,21.177419354838708,22.838709677419356,24.880000000000003
1,6,10,23.490322580645163,22.838709677419356,24.880000000000003
1,6,11,25.48709677419355,22.838709677419356,24.880000000000003
1,6,12,27.106451612903225,22.838709677419356,24.880000000000003
1,6,13,28.206451612903226,22.838709677419356,24.880000000000003
1,6,14,28.903225806451612,22.838709677419356,24.880000000000003
1,6,15,29.112903225806452,22.838709677419356,24.880000000000003
1,6,16,28.706451612903226,22.838709677419356,24.880000000000003
1,6,17,27.574193548387097,22.838709677419356,24.880000000000003
1,6,18,26.029032258064515,22.838709677419356,24.880000000000003
1,6,19,25.16774193548387,22.838709677419356,24.880000000000003
1,6,20,24.283870967741933,22.838709677419356,24.880000000000003
1,6,21,23.39032258064516,22.838709677419356,24.880000000000003
1,6,22,22.4741935483871,22.838709677419356,24.880000000000003
1,6,23,21.041935483870965,22.838709677419356,24.880000000000003
1,6,23,21.041935483870965,22.838709677419356,24.880000000000003
1,7,1,19.780645161290323,22.838709677419356,24.880000000000003
1,7,2,19.006451612903227,22.838709677419356,24.880000000000003
1,7,3,18.203225806451613,22.838709677419356,24.880000000000003
1,7,4,17.774193548387096,22.838709677419356,24.880000000000003
1,7,5,17.345161290322583,22.838709677419356,24.880000000000003
1,7,6,17.032258064516128,22.838709677419356,24.880000000000003
1,7,7,17.02258064516129,22.838709677419356,24.880000000000003
1,7,8,18.770967741935483,22.838709677419356,24.880000000000003
1,7,9,21.177419354838708,22.838709677419356,24.880000000000003
1,7,10,23.490322580645163,22.838709677419356,24.880000000000003
1,7,11,25.48709677419355,22.838709677419356,24.880000000000003
1,7,12,27.106451612903225,22.838709677419356,24.880000000000003
1,7,13,28.206451612903226,22.838709677419356,24.880000000000003
1,7,14,28.903225806451612,22.838709677419356,24.880000000000003
1,7,15,29.112903225806452,22.838709677419356,24.880000000000003
1,7,16,28.706451612903226,22.838709677419356,24.880000000000003
1,7,17,27.574193548387097,22.838709677419356,24.880000000000003
1,7,18,26.029032258064515,22.838709677419356,24.880000000000003
1,7,19,25.16774193548387,22.838709677419356,24.880000000000003
1,7,20,24.283870967741933,22.838709677419356,24.880000000000003
1,7,21,23.39032258064516,22.838709677419356,24.880000000000003
1,7,22,22.4741935483871,22.838709677419356,24.880000000000003
1,7,23,21.041935483870965,22.838709677419356,24.880000000000003
1,7,23,21.041935483870965,22.838709677419356,24.880000000000003
1,8,1,19.780645161290323,22.838709677419356,24.880000000000003
1,8,2,19.006451612903227,22.838709677419356,24.880000000000003
1,8,3,18.203225806451613,22.838709677419356,24.880000000000003
1,8,4,17.774193548387096,22.838709677419356,24.880000000000003
1,8,5,17.345161290322583,22.838709677419356,24.880000000000003
1,8,6,17.032258064516128,22.838709677419356,24.880000000000003
1,8,7,17.02258064516129,22.838709677419356,24.880000000000003
1,8,8,18.770967741935483,22.838709677419356,24.880000000000003
1,8,9,21.177419354838708,22.838709677419356,24.880000000000003
1,8,10,23.490322580645163,22.838709677419356,24.880000000000003
1,8,11,25.48709677419355,22.838709677419356,24.880000000000003
1,8,12,27.106451612903225,22.838709677419356,24.880000000000003
1,8,13,28.206451612903226,22.838709677419356,24.880000000000003
1,8,14,28.903225806451612,22.838709677419356,24.880000000000003
1,8,15,29.112903225806452,22.838709677419356,24.880000000000003
1,8,16,28.706451612903226,22.838709677419356,24.880000000000003
1,8,17,27.574193548387097,22.838709677419356,24.880000000000003
1,8,18,26.029032258064515,22.838709677419356,24.880000000000003
1,8,19,25.16774193548387,22.838709677419356,24.880000000000003
1,8,20,24.283870967741933,22.838709677419356,24.880000000000003
1,8,21,23.39032258064516,22.838709677419356,24.880000000000003
1,8,22,22.4741935483871,22.838709677419356,24.880000000000003
1,8,23,21.041935483870965,22.838709677419356,24.880000000000003
1,8,23,21.041935483870965,22.838709677419356,24.880000000000003
1,9,1,19.780645161290323,22.838709677419356,24.880000000000003
1,9,2,19.006451612903227,22.838709677419356,24.880000000000003
1,9,3,18.203225806451613,22.838709677419356,24.880000000000003
1,9,4,17.774193548387096,22.838709677419356,24.880000000000003
1,9,5,17.345161290322583,22.838709677419356,24.880000000000003
1,9,6,17.032258064516128,22.838709677419356,24.880000000000003
1,9,7,17.02258064516129,22.838709677419356,24.880000000000003
1,9,8,18.770967741935483,22.838709677419356,24.880000000000003
